0	20.238481981031438
1	20.212172303759335
2	20.186130303707692
3	20.160352655808524
4	20.13483608957884
5	20.10957738797502
6	20.084573386274748
7	20.059820970985776
8	20.035317078780828
9	20.01105869545803
10	19.98704285492616
11	19.96326663821411
12	19.939727172504014
13	19.916421630187337
14	19.893347227943366
15	19.870501225839668
16	19.847880926453747
17	19.82548367401553
18	19.8033068535701
19	19.781347890160117
20	19.759604248027554
21	19.738073429834124
22	19.716752975899983
23	19.69564046346033
24	19.674733505939265
25	19.654029752240692
26	19.633526886055623
27	19.613222625185664
28	19.59311472088216
29	19.57320095720061
30	19.55347915036999
31	19.533947148176708
32	19.514602829362616
33	19.495444103036867
34	19.47646890810131
35	19.457675212688983
36	19.439061013615365
37	19.42062433584222
38	19.402363231953522
39	19.384275781643346
40	19.366360091215263
41	19.34861429309307
42	19.331036545342528
43	19.313625031203838
44	19.296377958634594
45	19.279293559862914
46	19.262370090950622
47	19.245605831366078
48	19.22899908356645
49	19.212548172589344
50	19.19625144565336
51	19.180107271767454
52	19.16411404134893
53	19.148270165849734
54	19.13257407739097
55	19.11702422840531
56	19.101619091287258
57	19.086357158050944
58	19.07123693999531
59	19.05625696737652
60	19.04141578908743
61	19.026711972343875
62	19.012144102377746
63	18.997710782136487
64	18.983410631989088
65	18.969242289438228
66	18.955204408838533
67	18.94129566112076
68	18.92751473352176
69	18.913860329320084
70	18.90033116757713
71	18.886925982883632
72	18.87364352511144
73	18.8604825591704
74	18.84744186477028
75	18.834520236187473
76	18.821716482036646
77	18.809029425046884
78	18.796457901842444
79	18.784000762727977
80	18.77165687147802
81	18.759425105130767
82	18.74730435378595
83	18.735293520406767
84	18.723391520625718
85	18.71159728255436
86	18.6999097465967
87	18.688327865266398
88	18.676850603007427
89	18.66547693601835
90	18.654205852079894
91	18.64303635038597
92	18.631967441377867
93	18.620998146581776
94	18.61012749844918
95	18.599354540200554
96	18.58867832567188
97	18.578097919164094
98	18.567612395295384
99	18.557220838856253
100	18.54692234466734
101	18.536716017439755
102	18.52660097163817
103	18.516576331346325
104	18.506641230135045
105	18.49679481093267
106	18.487036225897825
107	18.47736463629458
108	18.46777921236972
